"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_002E","B08303_002M","B08303_003E","B08303_003M","B08303_004E","B08303_004M","B08303_005E","B08303_005M","B08303_006E","B08303_006M","B08303_007E","B08303_007M","B08303_008E","B08303_008M","B08303_009E","B08303_009M","B08303_010E","B08303_010M","B08303_011E","B08303_011M","B08303_012E","B08303_012M","B08303_013E","B08303_013M",
"310M700US36420","Oklahoma City, OK Metro Area","626047","3917","16393","1029","62454","1862","84577","2621","108516","2433","107236","2782","51705","1627","96578","2121","17400","1028","19867","1176","34654","1447","16072","1036","10595","901",
"310M700US36500","Olympia-Lacey-Tumwater, WA Metro Area","110794","2272","3389","528","10552","1028","14623","1093","17715","1203","17181","1266","8460","812","13267","1164","3409","473","4296","544","9221","999","6215","679","2466","424",
"310M700US36540","Omaha, NE-IA Metro Area","432941","2959","12100","682","48600","1617","71724","1794","84826","2507","80370","2241","38867","1552","50966","1756","9650","727","8945","641","13945","975","7166","651","5782","530",
"310M700US36740","Orlando-Kissimmee-Sanford, FL Metro Area","1137319","7476","16656","1415","67785","2843","119023","3926","150570","3862","161881","4159","90646","3124","204409","5112","51461","2322","59837","2837","118347","3839","67794","2882","28910","2431",
"310M700US36780","Oshkosh-Neenah, WI Metro Area","78946","1217","3559","485","12591","980","16371","885","16134","837","10644","718","4832","476","6862","564","1463","277","1561","326","1995","317","1439","275","1495","306",
"310M700US36980","Owensboro, KY Metro Area","47755","1036","1737","340","7354","813","11145","829","8791","840","5689","693","1905","347","3604","545","1595","445","1382","367","2485","408","1356","270","712","210",
"310M700US37100","Oxnard-Thousand Oaks-Ventura, CA Metro Area","337659","3190","7486","774","31429","1494","49207","1893","49515","1701","41324","1905","51797","2244","39842","1907","7788","741","11519","791","21585","1160","17104","1124","9063","721",
"310M700US37140","Paducah, KY-IL Metro Area","42099","887","2217","359","6097","613","8994","730","7663","699","4594","488","2440","335","5251","602","840","209","961","200","1414","209","1032","236","596","152",
"310M700US37340","Palm Bay-Melbourne-Titusville, FL Metro Area","240989","3170","5022","827","19156","1326","29840","1840","39022","1841","43534","1983","20135","1294","36029","1977","8547","981","8355","1013","16256","1168","10942","1072","4151","537",
"310M700US37460","Panama City-Panama City Beach, FL Metro Area","90617","1533","2650","502","9656","1014","12151","1021","16778","1134","11830","914","4738","552","13724","1113","2890","425","3234","485","6750","741","4148","608","2068","389",
"310M700US37620","Parkersburg-Vienna, WV Metro Area","33980","802","1162","261","3282","424","7123","651","6904","661","5996","558","2331","363","2955","367","411","162","524","164","1369","346","1301","324","622","185",
"310M700US37860","Pensacola-Ferry Pass-Brent, FL Metro Area","207663","3105","5600","645","18998","1502","25191","1451","36652","1781","30178","1483","14827","1278","30130","1717","6610","825","6834","751","17411","1193","9882","991","5350","672",
"310M700US37900","Peoria, IL Metro Area","149800","1791","6857","548","18682","1088","25751","1260","28016","1391","24167","1146","12778","830","16021","994","3727","437","2957","343","5688","533","2643","361","2513","359",
"310M700US37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area","2495957","8531","59658","2403","190910","3400","275471","4146","341228","5075","343108","5434","182927","3807","380251","5383","96003","2784","126442","3367","257284","4515","175477","4084","67198","2537",
"310M700US38060","Phoenix-Mesa-Chandler, AZ Metro Area","1927852","9612","45841","2362","152500","3509","223902","4416","279457","4317","311921","5365","160454","4002","296012","4714","70516","2313","89190","2969","166768","3867","97028","2962","34263","1590",
"310M700US38240","Pinehurst-Southern Pines, NC Metro Area","39802","1013","1203","279","4083","589","5496","699","5744","633","4597","523","2612","485","5327","617","1571","325","1390","322","4464","571","2593","472","722","207",
"310M700US38300","Pittsburgh, PA Metro Area","978226","5232","31808","1490","93891","2115","124610","3084","144535","3140","140382","2882","74515","1957","134940","2920","39686","1336","43626","1671","82459","2060","48945","1544","18829","1116",
"310M700US38340","Pittsfield, MA Metro Area","53394","1422","2220","317","9090","771","11652","813","8416","750","6245","603","2488","343","4490","456","1452","266","1464","258","2788","457","2039","399","1050","264",
"310M700US38540","Pocatello, ID Metro Area","36585","893","1727","299","7499","580","10397","840","8019","751","2909","371","986","233","1523","247","250","100","312","92","986","213","1236","266","741","218",
"310M700US38660","Ponce, PR Metro Area","78033","1811","917","257","5881","643","13839","1071","14791","1089","13629","916","5303","647","9654","872","1899","445","2758","470","3917","604","2780","454","2665","464",
"310M700US38860","Portland-South Portland, ME Metro Area","239538","2654","8317","1032","25035","1642","35326","1486","35723","1561","34029","1391","16707","1197","30576","1390","9061","490","9925","744","19693","1168","10169","1207","4977","490",
"310M700US38900","Portland-Vancouver-Hillsboro, OR-WA Metro Area","989113","6119","23758","1194","90557","2683","130062","3395","163387","3537","157552","3568","77651","2380","139170","2862","35097","1719","40561","1916","72152","2183","41910","1549","17256","1331",
"310M700US38940","Port St. Lucie, FL Metro Area","192456","3148","3774","672","10712","1446","23975","1458","26625","1697","29542","1638","10513","1060","34689","2233","5785","967","8814","1042","19163","1393","12323","1266","6541","829",
"310M700US39150","Prescott Valley-Prescott, AZ Metro Area","82338","1566","4141","583","12062","1077","13780","1198","11505","912","10813","1023","6160","769","11221","1092","1802","333","1441","303","3866","669","2430","495","3117","573",
"310M700US39300","Providence-Warwick, RI-MA Metro Area","731152","5330","19287","1340","65282","2257","103092","2712","115398","2839","108071","2217","46084","1733","95702","2810","24958","1544","28866","1543","57488","1869","45446","2085","21478","1293",
"310M700US39340","Provo-Orem-Lehi, UT Metro Area","283097","2467","10437","880","35893","1666","48659","1845","47981","1963","38281","1548","17532","959","31630","1480","9381","712","9338","720","18578","865","11100","836","4287","500",
"310M700US39380","Pueblo, CO Metro Area","65091","1320","1394","295","7169","644","13231","764","16425","1003","9115","647","2054","355","4893","546","1125","214","1465","298","4346","534","2537","373","1337","244",
"310M700US39460","Punta Gorda, FL Metro Area","60125","1924","1714","368","5046","624","8858","857","11046","1171","8422","876","3346","461","6505","648","1924","440","2306","456","5092","699","4046","686","1820","407",
"310M700US39540","Racine-Mount Pleasant, WI Metro Area","85836","1491","2808","473","11105","1034","12572","892","13034","850","10926","811","6379","601","10685","968","3848","571","4032","491","6414","650","2462","482","1571","310",
"310M700US39580","Raleigh-Cary, NC Metro Area","567322","5259","11635","1176","39476","1932","64599","2538","86867","2801","85395","2727","50746","2426","88350","3209","23141","1439","26537","1613","53223","2291","27920","1885","9433","1024",
"310M700US39660","Rapid City, SD Metro Area","69429","1356","3183","723","9411","1431","14369","2135","15295","1035","10380","835","4078","562","5181","679","989","271","1111","289","2302","437","1619","287","1511","420",
"310M700US39740","Reading, PA Metro Area","183509","2332","5354","629","17981","931","27767","1465","30535","1473","28097","1411","13246","932","19726","1234","6417","641","6953","662","13105","829","9811","756","4517","596",
"310M700US39820","Redding, CA Metro Area","67508","1374","2639","488","10723","701","15635","1033","13548","851","9763","893","3077","481","5698","747","651","185","725","204","1852","358","1523","291","1674","361",
"310M700US39900","Reno, NV Metro Area","243516","2701","6691","782","25561","1622","35879","1626","47052","2109","39798","1599","17580","1075","29996","1527","6288","545","7013","698","15236","1152","8185","883","4237","625",
"310M700US40060","Richmond, VA Metro Area","550249","4008","11536","936","42231","1618","67742","2132","89886","2846","95657","2653","50033","1762","86510","3054","22202","1201","18901","1519","36120","1579","17289","1002","12142","1057",
"310M700US40140","Riverside-San Bernardino-Ontario, CA Metro Area","1809184","8039","34686","1848","129999","3449","205766","3794","252510","4345","233817","4111","102823","3341","249351","4614","47666","1909","72458","2772","160314","3216","193281","4086","126513","3526",
"310M700US40220","Roanoke, VA Metro Area","125928","2061","3918","415","12626","999","19060","1226","25707","1486","22407","1150","8285","763","15611","1162","2642","360","2386","385","7459","791","4159","566","1668","333",
"310M700US40340","Rochester, MN Metro Area","101331","1327","4069","417","13881","889","21734","964","21151","989","12972","796","5937","541","8700","582","1857","230","1867","207","4517","498","2846","422","1800","407",
"310M700US40380","Rochester, NY Metro Area","432978","3511","15018","1020","51699","1430","71458","2328","80075","2198","77746","2324","37581","2033","45918","1627","11644","898","10620","790","16287","866","9427","597","5505","722",
"310M700US40420","Rockford, IL Metro Area","136238","1844","3941","461","14450","965","23096","1271","25249","1095","22771","1186","11048","982","14080","829","2678","371","2637","363","6784","649","5705","698","3799","549",
"310M700US40580","Rocky Mount, NC Metro Area","57153","1475","1132","264","7181","829","9456","770","10107","871","7786","870","3466","405","7772","833","1639","358","1487","366","3684","532","2721","436","722","225",
"310M700US40660","Rome, GA Metro Area","40154","1159","981","231","4787","668","6054","611","7694","779","6731","773","2651","557","4375","463","1012","330","880","264","2389","497","1447","329","1153","279",
"310M700US40900","Sacramento-Roseville-Folsom, CA Metro Area","892509","6422","20993","1305","71650","2524","116862","3070","143193","3196","140391","3000","65803","2296","138894","2893","28854","1585","34757","1889","59838","2208","37943","1665","33331","1638",
"310M700US40980","Saginaw, MI Metro Area","72451","1509","2932","383","10164","783","12969","955","12870","910","9992","657","5669","682","7170","662","1681","256","1554","256","2985","283","2681","435","1784","278",
"310M700US41060","St. Cloud, MN Metro Area","94509","1363","4440","476","13367","819","18688","1031","17432","1109","11595","613","5557","449","8851","605","2297","292","2136","279","4350","453","3203","352","2593","331",
"310M700US41100","St. George, UT Metro Area","72609","1701","3241","606","10727","978","15907","1312","17098","1322","9813","1033","3555","593","5720","723","1056","399","902","281","2011","392","1108","277","1471","385",
"310M700US41140","St. Joseph, MO-KS Metro Area","50802","872","2309","317","8244","785","12205","685","10329","645","6061","485","1714","233","3600","392","802","166","817","191","1686","252","2257","347","778","242",
"310M700US41180","St. Louis, MO-IL Metro Area","1175702","6680","29864","1547","106193","2698","147293","2888","189005","4004","187370","3805","101354","2691","173515","3607","48454","2124","48693","1894","84833","2143","40358","1951","18770","1263",
"310M700US41420","Salem, OR Metro Area","172487","2521","6710","813","19913","1175","25090","1409","30631","1605","23494","1370","10633","903","20026","1366","5309","650","5355","678","11837","1288","10040","885","3449","482",
"310M700US41500","Salinas, CA Metro Area","169622","2284","4209","737","14143","1185","20885","1384","27393","1460","38475","1663","9568","943","19703","1379","4644","574","8531","934","9280","873","7800","723","4991","576",
"310M700US41540","Salisbury, MD Metro Area","55473","1292","1469","345","7611","829","9977","836","10591","976","6556","721","3586","554","5084","665","1578","393","1643","342","4141","569","2025","428","1212","237",
"310M700US41620","Salt Lake City-Murray, UT Metro Area","543683","4576","12444","1119","48211","1804","80108","2081","102677","2878","100576","2765","44717","1775","69254","2038","14958","1052","19203","1230","29183","1439","15562","1031","6790","603",
"310M700US41660","San Angelo, TX Metro Area","52510","1255","2538","485","9147","817","12973","947","13320","1091","5280","617","1514","308","2470","434","351","192","305","139","977","303","1144","319","2491","516",
"310M700US41700","San Antonio-New Braunfels, TX Metro Area","1073303","6908","21923","1589","81317","2807","128408","3787","163384","4198","169247","4390","87000","2687","178793","3799","35279","1910","43081","2154","86973","3464","53028","2745","24870","1505",
"310M700US41740","San Diego-Chula Vista-Carlsbad, CA Metro Area","1329787","8302","24285","1310","91075","2678","163299","3760","228578","4477","238579","5161","103497","2674","211635","3985","42755","1815","52484","2545","91998","2636","55507","1984","26095","1575",
"310M700US41780","Sandusky, OH Metro Area","50409","1150","2773","420","7188","663","9029","939","8028","732","5524","643","4261","597","5634","641","1192","271","1398","282","2463","359","1694","306","1225","318",
"310M700US41860","San Francisco-Oakland-Fremont, CA Metro Area","1753627","8509","27098","1694","104063","2813","191850","3719","247805","4596","235583","4233","100785","2741","261555","5273","61533","2096","94577","3292","184962","3710","179356","3668","64460","2750",
"310M700US41940","San Jose-Sunnyvale-Santa Clara, CA Metro Area","767036","5866","10219","991","46020","1757","92910","3140","133777","3429","137106","2902","55588","2053","119693","2896","21676","1227","32215","1668","58858","1704","40863","1359","18111","1114",
"310M700US41980","San Juan-Bayamón-Caguas, PR Metro Area","705932","5000","16463","1287","43065","2002","67798","2690","102571","3166","105257","2895","35243","1938","130038","2970","17206","1159","39502","1791","61766","2556","66277","2118","20746","1299",
"310M700US42020","San Luis Obispo-Paso Robles, CA Metro Area","107355","2014","4836","570","17135","1113","16227","964","19239","1236","14856","1033","8912","1080","11021","1058","2473","374","2614","464","4704","572","2283","407","3055","445",
"310M700US42100","Santa Cruz-Watsonville, CA Metro Area","101503","2161","3668","714","10785","1012","15804","1267","17028","1190","13966","1065","4734","575","10114","895","2605","412","3906","475","9385","879","7087","652","2421","425",
"310M700US42140","Santa Fe, NM Metro Area","58476","1342","1617","332","6629","667","8881","807","10982","752","8776","867","3380","462","7349","806","1302","284","1812","368","3816","474","2932","450","1000","247",
"310M700US42200","Santa Maria-Santa Barbara, CA Metro Area","174681","2557","6533","722","25666","1240","39163","1556","30982","1586","19368","1156","12351","1325","15180","1114","2785","497","4270","732","8815","893","6933","776","2635","411",
"310M700US42220","Santa Rosa-Petaluma, CA Metro Area","199413","2479","6096","826","21353","1444","35043","1626","33864","1575","26353","1198","12519","1006","23430","1297","4299","478","5937","758","12775","906","11353","955","6391","683",
"310M700US42340","Savannah, GA Metro Area","179944","2502","4135","587","14421","1013","23563","1304","28417","1531","27590","1537","12860","1017","29112","1523","6638","817","6797","852","16057","1284","7536","832","2818","462",
"310M700US42540","Scranton--Wilkes-Barre, PA Metro Area","233781","2591","8360","830","28102","1308","39995","1441","43765","1886","38016","1576","15976","933","24053","1014","5295","478","5964","512","11289","645","7255","619","5711","609",
"310M700US42660","Seattle-Tacoma-Bellevue, WA Metro Area","1600370","6916","32397","1559","109717","2786","169657","3850","221388","3936","225130","3416","123196","2610","247477","3841","60064","1996","83214","2597","159875","3559","122449","3068","45806","2154",
"310M700US42680","Sebastian-Vero Beach-West Vero Corridor, FL Metro Area","56852","1564","1246","367","6186","777","10310","1177","10898","1066","9214","976","3457","590","6549","718","1294","330","1501","376","2429","476","1769","386","1999","506",
"310M700US42700","Sebring, FL Metro Area","32705","1034","1538","382","4354","534","6249","626","5916","617","4329","677","1773","294","2914","620","672","186","657","224","1518","380","1521","317","1264","297",
"310M700US43100","Sheboygan, WI Metro Area","53302","1110","3165","467","9013","695","12461","648","10082","717","7567","654","2270","266","3577","477","809","150","947","216","1486","248","1263","217","662","175",
"310M700US43300","Sherman-Denison, TX Metro Area","58887","1295","3043","492","7007","890","8634","902","10469","920","6988","723","3156","598","5394","707","2143","497","1524","329","5090","565","3406","498","2033","391",
"310M700US43340","Shreveport-Bossier City, LA Metro Area","150909","2319","5432","839","15143","1069","23159","1463","33013","1492","24985","1363","10975","1033","19499","1337","3283","450","3477","549","5917","660","3905","583","2121","381",
"310M700US43420","Sierra Vista-Douglas, AZ Metro Area","40430","1006","2156","376","6827","658","8162","718","7076","735","4117","431","1224","328","2787","429","1230","275","616","199","2375","405","2555","500","1305","288",
"310M700US43580","Sioux City, IA-NE-SD Metro Area","67007","1083","3531","502","11611","849","14356","1094","15414","859","10057","814","3087","462","3738","428","1013","179","1092","276","1330","253","853","250","925","253",
"310M700US43620","Sioux Falls, SD-MN Metro Area","145259","1550","6939","637","18988","1155","29327","1452","32232","1453","26871","1292","7960","750","11445","768","1876","324","2179","383","3410","407","2269","343","1763","302",
"310M700US43640","Slidell-Mandeville-Covington, LA Metro Area","109355","2051","2360","483","7878","780","13545","1254","16103","1139","12064","1246","5905","885","12740","1145","3562","615","4580","689","14824","1298","12132","875","3662","543",
"310M700US43780","South Bend-Mishawaka, IN-MI Metro Area","135390","2201","4151","453","15595","946","22109","1191","26520","1354","21831","1035","10515","808","16032","929","3605","458","4080","466","5828","539","3196","445","1928","338",
"310M700US43900","Spartanburg, SC Metro Area","156483","2457","4095","571","13525","945","19418","1353","26577","1413","27217","1300","13024","1015","21951","1463","5135","691","5294","734","10531","936","5601","521","4115","622",
"310M700US44060","Spokane-Spokane Valley, WA Metro Area","231148","3212","7748","802","24888","1208","32731","1526","43674","1671","40103","1545","18683","1202","29560","1527","6506","884","6270","643","10608","869","5729","690","4648","626",
"310M700US44100","Springfield, IL Metro Area","82605","1608","2728","417","9002","711","15634","1076","20024","1179","14260","911","6218","530","6492","601","1477","331","1158","212","2471","434","1868","295","1273","316",
"310M700US44140","Springfield, MA Metro Area","187492","2881","4940","655","20216","1343","29969","1807","34941","1886","31023","1626","13634","1028","23193","1290","6647","706","4931","653","8666","693","5634","625","3698","580",
"310M700US44180","Springfield, MO Metro Area","207068","2540","6452","563","22837","1219","30654","1253","39431","1757","37898","1947","15197","1059","24915","1362","5220","498","5980","660","10654","873","4789","570","3041","372",
"310M700US44220","Springfield, OH Metro Area","52679","1181","2354","428","6411","644","7774","664","9884","797","7182","634","4215","534","4841","478","1739","298","1556","285","3839","437","2161","391","723","211",
"310M700US44300","State College, PA Metro Area","60702","1472","2390","363","8713","863","12514","940","11400","814","8377","674","3767","403","6428","585","1382","301","1274","246","2100","371","1318","315","1039","224",
"310M700US44420","Staunton-Stuarts Draft, VA Metro Area","55911","1132","1942","339","6510","711","7581","710","8738","750","10065","785","4552","584","6397","649","2173","463","2442","370","3776","506","1049","334","686","196",
"310M700US44700","Stockton-Lodi, CA Metro Area","301691","3608","7523","801","25313","1319","39190","1842","47885","2117","38771","1654","16098","1144","32820","1613","5996","792","7269","834","20064","1331","30526","1521","30236","1785",
"310M700US44940","Sumter, SC Metro Area","42901","1239","911","264","3844","579","8313","765","10596","922","6617","757","2040","439","3034","492","639","221","1285","385","2131","397","2384","422","1107","182",
"310M700US45060","Syracuse, NY Metro Area","268349","2507","10074","733","32971","1498","45091","1613","51676","1462","44807","1683","21326","1010","26242","943","7087","704","6390","585","10811","610","7236","617","4638","645",
"310M700US45220","Tallahassee, FL Metro Area","163636","2531","3410","560","14664","1288","24303","1306","32479","1891","26756","1650","11588","877","25073","1424","4071","611","5197","556","10226","824","3360","617","2509","522",
"310M700US45300","Tampa-St. Petersburg-Clearwater, FL Metro Area","1257786","6729","27113","1386","93299","3264","147394","3347","189981","4375","178119","4338","83929","2754","191571","4408","45774","1745","57301","2245","128184","3515","83241","3245","31880","1876",
"310M700US45460","Terre Haute, IN Metro Area","69591","1137","3131","468","9611","801","11894","871","11882","735","9724","727","4391","484","7473","678","1867","307","1710","259","3414","377","2728","348","1766","341",
"310M700US45500","Texarkana, TX-AR Metro Area","55848","1483","2018","364","8255","618","14841","1072","9463","776","7071","758","1961","279","5236","609","1198","261","1156","335","2140","317","1624","393","885","219",
"310M700US45780","Toledo, OH Metro Area","256908","2811","8891","752","33348","1405","42091","1562","49970","1788","47204","1680","21724","1379","25335","1173","4996","498","4414","453","8890","770","6165","576","3880","578",
"310M700US45820","Topeka, KS Metro Area","97255","1527","5003","585","12315","866","19666","1067","21054","1193","12963","891","5223","497","7434","652","1883","292","2243","254","3992","416","4060","490","1419","270",
"310M700US45900","Traverse City, MI Metro Area","63185","1179","2315","322","7265","542","10190","791","12001","856","9931","701","4952","544","6489","552","1862","237","1904","244","3315","400","1759","262","1202","246",
"310M700US45940","Trenton-Princeton, NJ Metro Area","148384","2834","2983","547","12338","958","21582","1344","27608","1507","23458","1395","10435","941","16715","1263","4023","594","5047","709","8443","904","8848","773","6904","801",
"310M700US46060","Tucson, AZ Metro Area","400031","4069","9445","1115","35544","1532","49503","2022","68232","2450","66597","2392","34894","1644","62340","2311","15523","1194","14450","1020","26539","1365","10156","833","6808","751",
"310M700US46140","Tulsa, OK Metro Area","429231","2363","12336","676","44644","1181","64933","1621","81368","1862","78871","1788","34109","1076","56232","1498","10324","797","10679","521","19186","778","9959","649","6590","564",
"310M700US46220","Tuscaloosa, AL Metro Area","116091","2182","3048","594","11688","1223","16328","1175","22888","1413","18565","1190","7056","770","14562","1200","3876","766","2822","502","7271","690","5681","591","2306","436",
"310M700US46300","Twin Falls, ID Metro Area","51885","1173","2666","428","10330","796","11109","995","8978","756","5657","644","2978","438","4831","557","1042","269","570","190","1926","443","1026","258","772","227",
"310M700US46340","Tyler, TX Metro Area","99984","2019","2884","489","8773","900","14200","1170","20566","1706","17784","1426","6676","803","14862","1211","1892","403","2571","588","4294","620","3691","634","1791","327",
"310M700US46520","Urban Honolulu, HI Metro Area","451346","2709","10371","850","35280","1612","55337","2024","68638","1908","64897","1887","26529","1392","82218","2196","12458","815","18561","1193","40237","1499","28074","1475","8746","726",
"310M700US46540","Utica-Rome, NY Metro Area","113294","1587","6175","645","17328","1265","20908","1291","18281","1122","14247","877","7853","727","11357","788","2502","362","2757","375","5611","586","3898","515","2377","304",
"310M700US46660","Valdosta, GA Metro Area","61550","1525","2128","402","7505","823","11772","1103","11617","932","10109","921","4588","536","6586","668","1515","323","1106","256","2547","534","1175","323","902","299",
"310M700US46700","Vallejo, CA Metro Area","179516","2315","5915","787","16654","1043","24771","1351","23189","1238","20918","1286","9132","778","21757","1409","4634","532","6927","776","16683","1151","18729","1067","10207","836",
"310M700US47020","Victoria, TX Metro Area","40906","1117","1425","309","5500","584","8429","877","7399","765","5156","640","1740","293","3782","596","940","372","1396","340","3166","509","1074","305","899","270",
"310M700US47220","Vineland, NJ Metro Area","59074","1442","1602","316","8590","778","8564","717","8654","860","6865","713","3367","485","6629","692","1750","340","2651","479","5565","710","3641","681","1196","286",
"310M700US47260","Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area","784808","4919","16694","1101","63907","2004","107468","2557","137644","3050","127995","3207","62355","1970","115666","3382","26992","1387","25975","1299","54743","2209","31075","1460","14294","1171",
"310M700US47300","Visalia, CA Metro Area","177413","2237","7570","811","24065","1341","30539","1464","29081","1755","20766","1231","10007","795","20041","1262","3644","482","5335","641","13186","1289","9355","1085","3824","513",
"310M700US47380","Waco, TX Metro Area","124005","2081","3913","587","14551","1212","20662","1296","27533","1182","20843","1412","9391","1014","12497","1285","2250","333","2188","394","3672","544","3248","457","3257","445",
"310M700US47460","Walla Walla, WA Metro Area","24247","729","2035","432","6594","709","6394","644","3675","507","1789","287","726","155","948","210","333","149","278","131","641","238","629","177","205","88",
"310M700US47580","Warner Robins, GA Metro Area","81508","1721","1677","566","6237","850","15021","1412","15328","1175","14331","1271","5802","679","12192","995","2316","437","2176","477","3220","567","1060","301","2148","514",
"310M700US47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","2494262","9991","38977","1625","127847","2469","220233","3796","296540","5025","314070","5253","172447","3345","393214","6427","110951","2687","154269","3503","321050","5211","260857","4189","83807","2697",
"310M700US47930","Waterbury-Shelton, CT Metro Area","195964","2537","4812","599","16575","1243","25558","1668","26856","1504","26521","1563","15617","1235","27910","1550","8312","735","10043","922","16976","1134","10149","998","6635","722",
"310M700US47940","Waterloo-Cedar Falls, IA Metro Area","76859","1276","4733","516","13442","796","18248","1118","16044","870","9826","731","4093","429","4663","415","968","141","926","200","1737","249","1235","212","944","244",
"310M700US48060","Watertown-Fort Drum, NY Metro Area","50179","981","3480","432","9261","670","8274","723","9345","639","6550","572","3293","415","4343","469","1145","223","1029","346","1458","286","1084","238","917","207",
"310M700US48140","Wausau, WI Metro Area","61927","1140","3018","433","9303","812","11840","822","13719","913","9701","583","3744","341","4306","390","1018","163","1215","199","1807","272","1294","299","962","142",
"310M700US48260","Weirton-Steubenville, WV-OH Metro Area","45165","993","1954","375","6620","569","6685","654","6350","583","5720","567","3307","427","4096","380","1559","304","1723","276","3640","476","2589","335","922","198",
"310M700US48300","Wenatchee-East Wenatchee, WA Metro Area","51545","1153","2227","381","8375","774","10447","879","12310","1044","5347","592","1796","326","4145","624","696","191","1286","312","2324","466","1495","335","1097","230",
"310M700US48540","Wheeling, WV-OH Metro Area","55056","1042","2513","337","6821","619","8556","617","9478","631","8054","587","3711","485","6601","649","896","203","1784","348","2671","365","2359","342","1612","297",
"310M700US48620","Wichita, KS Metro Area","285571","2750","9437","759","35842","1491","48214","1777","62696","2180","52882","1850","19509","1090","30601","1451","5162","575","5563","626","7382","659","4426","554","3857","516",
"310M700US48660","Wichita Falls, TX Metro Area","66770","1238","4522","666","13617","1058","16738","1093","13410","880","7675","743","3113","423","3319","412","429","138","387","133","1344","239","1151","377","1065","205",
"310M700US48680","Wildwood-The Villages, FL Metro Area","27713","1537","996","377","1571","410","3762","617","4155","770","3995","756","1673","372","3972","540","875","292","598","294","2488","450","2564","678","1064","394",
"310M700US48700","Williamsport, PA Metro Area","47377","892","2299","396","7772","589","8977","667","7823","623","7162","587","3366","389","3698","399","1156","253","1218","266","1717","273","995","196","1194","199",
"310M700US48900","Wilmington, NC Metro Area","176343","2793","4680","772","17274","1210","26867","1570","34634","1608","29336","1505","12179","1083","21721","1520","5385","774","4386","648","10304","806","5481","666","4096","645",
"310M700US49020","Winchester, VA-WV Metro Area","60311","1394","1745","347","5337","588","8034","740","9876","855","7766","722","2966","431","6180","650","1443","285","2074","374","4948","670","6142","624","3800","581",
"310M700US49180","Winston-Salem, NC Metro Area","277677","3042","7497","928","26830","1525","40669","1868","51129","2223","45564","1907","22096","1178","35107","1819","8597","808","8482","837","15154","1101","10079","801","6473","746",
"310M700US49340","Worcester, MA Metro Area","368994","3276","9886","881","35283","1692","48486","1756","47769","1801","43549","1797","24853","1247","45743","1777","14666","1215","16445","1129","37219","1671","31993","1551","13102","1221",
"310M700US49420","Yakima, WA Metro Area","99090","1630","3899","521","13547","1140","18481","1195","21219","1276","15094","1006","6488","628","8746","765","1771","391","2262","462","3625","534","2487","430","1471","324",
"310M700US49620","York-Hanover, PA Metro Area","201361","2272","5819","845","17997","1057","27267","1356","30763","1241","30884","1523","16446","1125","24242","1389","6358","603","8267","750","15704","923","13043","879","4571","485",
"310M700US49660","Youngstown-Warren, OH Metro Area","167641","2307","6725","809","20710","1157","27556","1283","31392","1532","26781","1324","12402","688","15246","911","4242","517","3591","451","7725","611","7418","614","3853","505",
"310M700US49700","Yuba City, CA Metro Area","71319","1298","1621","360","7610","807","9967","949","10271","931","6688","745","3508","590","8332","880","2466","525","3994","588","8172","977","5991","607","2699","440",
"310M700US49740","Yuma, AZ Metro Area","73875","1488","2471","489","11006","981","12079","864","14236","1155","11925","966","4359","793","7936","804","1424","416","2278","836","2546","528","2178","523","1437","342",
